zip_code,year,quarter,foreclosure_notices
20734,2022,4,1
20734,2023,1,0
20734,2023,2,1
20734,2023,3,0
20734,2023,4,0
20734,2024,1,0
20734,2024,2,0
20734,2024,3,1
20734,2024,4,0
20734,2025,1,0
20734,2025,2,0
20734,2025,3,1
20734,2025,4,0
20734,2026,1,1
20735,2022,3,212
20735,2022,4,245
20735,2023,1,285
20735,2023,2,227
20735,2023,3,263
20735,2023,4,243
20735,2024,1,275
20735,2024,2,297
20735,2024,3,324
20735,2024,4,345
20735,2025,1,358
20735,2025,2,303
20735,2025,3,371
20735,2025,4,399
20735,2026,1,296
20736,2022,3,9
20736,2022,4,18
20736,2023,1,20
20736,2023,2,12
20736,2023,3,13
20736,2023,4,14
20736,2024,1,16
20736,2024,2,7
20736,2024,3,20
20736,2024,4,30
20736,2025,1,31
20736,2025,2,24
20736,2025,3,11
20736,2025,4,10
20736,2026,1,22
20737,2022,3,33
20737,2022,4,33
20737,2023,1,45
20737,2023,2,35
20737,2023,3,44
20737,2023,4,36
20737,2024,1,53
20737,2024,2,38
20737,2024,3,38
20737,2024,4,50
20737,2025,1,58
20737,2025,2,46
20737,2025,3,60
20737,2025,4,44
20737,2026,1,36
20740,2022,3,25
20740,2022,4,23
20740,2023,1,36
20740,2023,2,31
20740,2023,3,33
20740,2023,4,29
20740,2024,1,32
20740,2024,2,37
20740,2024,3,41
20740,2024,4,61
20740,2025,1,65
20740,2025,2,48
20740,2025,3,44
20740,2025,4,63
20740,2026,1,44
20741,2022,3,0
20741,2022,4,0
20741,2023,1,0
20741,2023,2,0
20741,2023,3,0
20741,2023,4,0
20741,2024,1,0
20741,2024,2,0
20741,2024,3,0
20741,2024,4,0
20741,2025,1,0
20741,2025,2,0
20741,2025,3,0
20741,2025,4,0
20741,2026,1,0
20742,2022,3,0
20742,2022,4,0
20742,2023,1,0
20742,2023,2,0
20742,2023,3,0
20742,2023,4,0
20742,2024,1,0
20742,2024,2,0
20742,2024,3,0
20742,2024,4,0
20742,2025,1,0
20742,2025,2,0
20742,2025,3,0
20742,2025,4,0
20742,2026,1,0
20743,2022,3,242
20743,2022,4,263
20743,2023,1,275
20743,2023,2,253
20743,2023,3,284
20743,2023,4,277
20743,2024,1,357
20743,2024,2,361
20743,2024,3,345
20743,2024,4,356
20743,2025,1,341
20743,2025,2,345
20743,2025,3,389
20743,2025,4,385
20743,2026,1,262
20744,2022,3,251
20744,2022,4,286
20744,2023,1,313
20744,2023,2,291
20744,2023,3,309
20744,2023,4,308
20744,2024,1,383
20744,2024,2,351
20744,2024,3,362
20744,2024,4,387
20744,2025,1,382
20744,2025,2,364
20744,2025,3,386
20744,2025,4,407
20744,2026,1,283
20745,2022,3,109
20745,2022,4,99
20745,2023,1,105
20745,2023,2,87
20745,2023,3,94
20745,2023,4,93
20745,2024,1,101
20745,2024,2,114
20745,2024,3,124
20745,2024,4,114
20745,2025,1,136
20745,2025,2,139
20745,2025,3,134
20745,2025,4,157
20745,2026,1,90
20746,2022,3,133
20746,2022,4,114
20746,2023,1,141
20746,2023,2,111
20746,2023,3,138
20746,2023,4,119
20746,2024,1,143
20746,2024,2,136
20746,2024,3,144
20746,2024,4,141
20746,2025,1,156
20746,2025,2,140
20746,2025,3,173
20746,2025,4,180
20746,2026,1,129
20747,2022,3,229
20747,2022,4,218
20747,2023,1,243
20747,2023,2,196
20747,2023,3,227
20747,2023,4,195
20747,2024,1,248
20747,2024,2,256
20747,2024,3,261
20747,2024,4,269
20747,2025,1,300
20747,2025,2,258
20747,2025,3,319
20747,2025,4,331
20747,2026,1,261
20748,2022,3,211
20748,2022,4,212
20748,2023,1,226
20748,2023,2,207
20748,2023,3,212
20748,2023,4,202
20748,2024,1,224
20748,2024,2,204
20748,2024,3,254
20748,2024,4,284
20748,2025,1,261
20748,2025,2,258
20748,2025,3,283
20748,2025,4,301
20748,2026,1,215
20749,2022,3,0
20749,2022,4,0
20749,2023,1,0
20749,2023,2,0
20749,2023,3,0
20749,2023,4,0
20749,2024,1,0
20749,2024,2,0
20749,2024,3,0
20749,2024,4,0
20749,2025,1,0
20749,2025,2,0
20749,2025,3,0
20749,2025,4,0
20749,2026,1,1
20750,2022,3,0
20750,2022,4,0
20750,2023,1,0
20750,2023,2,0
20750,2023,3,0
20750,2023,4,0
20750,2024,1,0
20750,2024,2,0
20750,2024,3,0
20750,2024,4,0
20750,2025,1,0
20750,2025,2,0
20750,2025,3,0
20750,2025,4,0
20750,2026,1,0
20751,2022,3,5
20751,2022,4,6
20751,2023,1,6
20751,2023,2,5
20751,2023,3,4
20751,2023,4,2
20751,2024,1,3
20751,2024,2,3
20751,2024,3,9
20751,2024,4,6
20751,2025,1,9
20751,2025,2,6
20751,2025,3,9
20751,2025,4,10
20751,2026,1,5
20754,2022,3,7
20754,2022,4,4
20754,2023,1,10
20754,2023,2,9
20754,2023,3,10
20754,2023,4,6
20754,2024,1,11
20754,2024,2,6
20754,2024,3,9
20754,2024,4,4
20754,2025,1,12
20754,2025,2,14
20754,2025,3,7
20754,2025,4,22
20754,2026,1,14
20755,2022,3,0
20755,2022,4,0
20755,2023,1,0
20755,2023,2,0
20755,2023,3,0
20755,2023,4,0
20755,2024,1,0
20755,2024,2,0
20755,2024,3,0
20755,2024,4,0
20755,2025,1,0
20755,2025,2,0
20755,2025,3,0
20755,2025,4,0
20755,2026,1,0
20757,2022,3,0
20757,2022,4,0
20757,2023,1,0
20757,2023,2,0
20757,2023,3,0
20757,2023,4,0
20757,2024,1,0
20757,2024,2,0
20757,2024,3,0
20757,2024,4,0
20757,2025,1,0
20757,2025,2,0
20757,2025,3,0
20757,2025,4,0
20757,2026,1,0
20758,2022,3,1
20758,2022,4,1
20758,2023,1,1
20758,2023,2,1
20758,2023,3,0
20758,2023,4,1
20758,2024,1,1
20758,2024,2,0
20758,2024,3,1
20758,2024,4,3
20758,2025,1,0
20758,2025,2,0
20758,2025,3,0
20758,2025,4,1
20758,2026,1,1
20759,2022,3,0
20759,2022,4,5
20759,2023,1,6
20759,2023,2,8
20759,2023,3,7
20759,2023,4,6
20759,2024,1,4
20759,2024,2,5
20759,2024,3,7
20759,2024,4,8
20759,2025,1,8
20759,2025,2,4
20759,2025,3,9
20759,2025,4,4
20759,2026,1,4
20760,2022,3,0
20760,2022,4,0
20760,2023,1,0
20760,2023,2,0
20760,2023,3,0
20760,2023,4,0
20760,2024,1,0
20760,2024,2,0
20760,2024,3,0
20760,2024,4,0
20760,2025,1,0
20760,2025,2,0
20760,2025,3,0
20760,2025,4,0
20760,2026,1,0
20762,2022,3,0
20762,2022,4,0
20762,2023,1,0
20762,2023,2,0
20762,2023,3,0
20762,2023,4,0
20762,2024,1,0
20762,2024,2,0
20762,2024,3,0
20762,2024,4,0
20762,2025,1,0
20762,2025,2,0
20762,2025,3,0
20762,2025,4,0
20762,2026,1,0
20763,2022,3,6
20763,2022,4,3
20763,2023,1,4
20763,2023,2,1
20763,2023,3,2
20763,2023,4,4
20763,2024,1,3
20763,2024,2,4
20763,2024,3,3
20763,2024,4,5
20763,2025,1,7
20763,2025,2,9
20763,2025,3,10
20763,2025,4,6
20763,2026,1,7
20764,2022,3,20
20764,2022,4,15
20764,2023,1,16
20764,2023,2,18
20764,2023,3,24
20764,2023,4,18
20764,2024,1,21
20764,2024,2,23
20764,2024,3,26
20764,2024,4,25
20764,2025,1,23
20764,2025,2,20
20764,2025,3,25
20764,2025,4,23
20764,2026,1,22
20765,2022,3,0
20765,2022,4,1
20765,2023,1,0
20765,2023,2,0
20765,2023,3,0
20765,2023,4,0
20765,2024,1,1
20765,2024,2,1
20765,2024,3,1
20765,2024,4,0
20765,2025,1,2
20765,2025,2,0
20765,2025,3,3
20765,2025,4,1
20765,2026,1,1
20769,2022,3,23
20769,2022,4,23
20769,2023,1,37
20769,2023,2,18
20769,2023,3,25
20769,2023,4,21
20769,2024,1,32
20769,2024,2,33
20769,2024,3,33
20769,2024,4,26
20769,2025,1,38
20769,2025,2,27
20769,2025,3,31
20769,2025,4,36
20769,2026,1,37
20770,2022,3,50
20770,2022,4,43
20770,2023,1,60
20770,2023,2,54
20770,2023,3,48
20770,2023,4,48
20770,2024,1,58
20770,2024,2,63
20770,2024,3,59
20770,2024,4,63
20770,2025,1,68
20770,2025,2,64
20770,2025,3,72
20770,2025,4,61
20770,2026,1,57
20771,2022,3,0
20771,2022,4,0
20771,2023,1,0
20771,2023,2,0
20771,2023,3,0
20771,2023,4,0
20771,2024,1,0
20771,2024,2,0
20771,2024,3,0
20771,2024,4,0
20771,2025,1,0
20771,2025,2,0
20771,2025,3,0
20771,2025,4,0
20771,2026,1,0
20772,2022,3,338
20772,2022,4,352
20772,2023,1,373
20772,2023,2,332
20772,2023,3,408
20772,2023,4,348
20772,2024,1,433
20772,2024,2,458
20772,2024,3,539
20772,2024,4,528
20772,2025,1,607
20772,2025,2,545
20772,2025,3,619
20772,2025,4,635
20772,2026,1,439
20773,2022,3,0
20773,2022,4,0
20773,2023,1,0
20773,2023,2,0
20773,2023,3,0
20773,2023,4,0
20773,2024,1,0
20773,2024,2,0
20773,2024,3,0
20773,2024,4,0
20773,2025,1,0
20773,2025,2,0
20773,2025,3,0
20773,2025,4,0
20773,2026,1,0
20774,2022,3,286
20774,2022,4,330
20774,2023,1,377
20774,2023,2,311
20774,2023,3,370
20774,2023,4,328
20774,2024,1,396
20774,2024,2,386
20774,2024,3,430
20774,2024,4,429
20774,2025,1,469
20774,2025,2,427
20774,2025,3,469
20774,2025,4,512
20774,2026,1,363
20776,2022,3,4
20776,2022,4,2
20776,2023,1,8
20776,2023,2,4
20776,2023,3,4
20776,2023,4,4
20776,2024,1,2
20776,2024,2,2
20776,2024,3,5
20776,2024,4,8
20776,2025,1,6
20776,2025,2,7
20776,2025,3,8
20776,2025,4,4
20776,2026,1,2
20777,2022,3,2
20777,2022,4,5
20777,2023,1,3
20777,2023,2,2
20777,2023,3,3
20777,2023,4,1
20777,2024,1,4
20777,2024,2,5
20777,2024,3,2
20777,2024,4,1
20777,2025,1,1
20777,2025,2,2
20777,2025,3,8
20777,2025,4,8
20777,2026,1,3
20778,2022,3,3
20778,2022,4,2
20778,2023,1,4
20778,2023,2,4
20778,2023,3,3
20778,2023,4,3
20778,2024,1,5
20778,2024,2,6
20778,2024,3,2
20778,2024,4,7
20778,2025,1,5
20778,2025,2,7
20778,2025,3,5
20778,2025,4,3
20778,2026,1,1
20779,2022,3,1
20779,2022,4,0
20779,2023,1,2
20779,2023,2,0
20779,2023,3,1
20779,2023,4,3
20779,2024,1,4
20779,2024,2,4
20779,2024,3,3
20779,2024,4,4
20779,2025,1,3
20779,2025,2,3
20779,2025,3,3
20779,2025,4,6
20779,2026,1,3
20780,2022,3,0
20780,2022,4,0
20780,2023,1,0
20780,2023,2,0
20780,2023,3,0
20780,2023,4,0
20780,2024,1,0
20780,2024,2,0
20780,2024,3,0
20780,2024,4,0
20780,2025,1,0
20780,2025,2,0
20780,2025,3,0
20780,2025,4,0
20780,2026,1,0
20781,2022,3,23
20781,2022,4,34
20781,2023,1,22
20781,2023,2,21
20781,2023,3,22
20781,2023,4,27
20781,2024,1,31
20781,2024,2,18
20781,2024,3,23
20781,2024,4,21
20781,2025,1,29
20781,2025,2,27
20781,2025,3,20
20781,2025,4,23
20781,2026,1,21
20782,2022,3,43
20782,2022,4,52
20782,2023,1,60
20782,2023,2,60
20782,2023,3,60
20782,2023,4,63
20782,2024,1,70
20782,2024,2,60
20782,2024,3,74
20782,2024,4,76
20782,2025,1,85
20782,2025,2,64
20782,2025,3,64
20782,2025,4,70
20782,2026,1,44
20783,2022,3,74
20783,2022,4,91
20783,2023,1,101
20783,2023,2,76
20783,2023,3,69
20783,2023,4,64
20783,2024,1,89
20783,2024,2,91
20783,2024,3,98
20783,2024,4,96
20783,2025,1,102
20783,2025,2,105
20783,2025,3,108
20783,2025,4,111
20783,2026,1,63
20784,2022,3,83
20784,2022,4,86
20784,2023,1,119
20784,2023,2,79
20784,2023,3,104
20784,2023,4,103
20784,2024,1,107
20784,2024,2,99
20784,2024,3,121
20784,2024,4,112
20784,2025,1,120
20784,2025,2,124
20784,2025,3,132
20784,2025,4,128
20784,2026,1,80
20785,2022,3,185
20785,2022,4,144
20785,2023,1,163
20785,2023,2,144
20785,2023,3,152
20785,2023,4,141
20785,2024,1,149
20785,2024,2,165
20785,2024,3,198
20785,2024,4,210
20785,2025,1,217
20785,2025,2,220
20785,2025,3,221
20785,2025,4,287
20785,2026,1,164
20787,2022,3,0
20787,2022,4,0
20787,2023,1,0
20787,2023,2,0
20787,2023,3,0
20787,2023,4,0
20787,2024,1,0
20787,2024,2,0
20787,2024,3,0
20787,2024,4,0
20787,2025,1,0
20787,2025,2,0
20787,2025,3,0
20787,2025,4,0
20787,2026,1,0
20788,2022,3,0
20788,2022,4,0
20788,2023,1,0
20788,2023,2,0
20788,2023,3,0
20788,2023,4,0
20788,2024,1,0
20788,2024,2,0
20788,2024,3,0
20788,2024,4,0
20788,2025,1,0
20788,2025,2,0
20788,2025,3,0
20788,2025,4,0
20788,2026,1,0
20794,2022,3,28
20794,2022,4,20
20794,2023,1,33
20794,2023,2,26
20794,2023,3,28
20794,2023,4,27
20794,2024,1,31
20794,2024,2,31
20794,2024,3,42
20794,2024,4,42
20794,2025,1,38
20794,2025,2,20
20794,2025,3,47
20794,2025,4,34
20794,2026,1,21
20812,2022,3,0
20812,2022,4,0
20812,2023,1,0
20812,2023,2,0
20812,2023,3,0
20812,2023,4,0
20812,2024,1,0
20812,2024,2,0
20812,2024,3,0
20812,2024,4,0
20812,2025,1,0
20812,2025,2,0
20812,2025,3,1
20812,2025,4,1
20812,2026,1,0
20814,2022,3,9
20814,2022,4,9
20814,2023,1,14
20814,2023,2,17
20814,2023,3,12
20814,2023,4,13
20814,2024,1,10
20814,2024,2,15
20814,2024,3,18
20814,2024,4,21
20814,2025,1,8
20814,2025,2,26
20814,2025,3,20
20814,2025,4,20
20814,2026,1,11
20815,2022,3,20
20815,2022,4,4
20815,2023,1,10
20815,2023,2,18
20815,2023,3,12
20815,2023,4,10
20815,2024,1,17
20815,2024,2,9
20815,2024,3,24
20815,2024,4,18
20815,2025,1,12
20815,2025,2,13
20815,2025,3,30
20815,2025,4,16
20815,2026,1,6
20816,2022,3,2
20816,2022,4,4
20816,2023,1,4
20816,2023,2,6
20816,2023,3,5
20816,2023,4,5
20816,2024,1,7
20816,2024,2,4
20816,2024,3,10
20816,2024,4,3
20816,2025,1,9
20816,2025,2,7
20816,2025,3,6
20816,2025,4,4
20816,2026,1,3
20817,2022,3,11
20817,2022,4,10
20817,2023,1,21
20817,2023,2,14
20817,2023,3,13
20817,2023,4,6
20817,2024,1,20
20817,2024,2,13
20817,2024,3,19
20817,2024,4,14
20817,2025,1,20
20817,2025,2,13
20817,2025,3,14
20817,2025,4,17
20817,2026,1,15
20818,2022,3,5
20818,2022,4,1
20818,2023,1,2
20818,2023,2,3
20818,2023,3,2
20818,2023,4,1
20818,2024,1,3
20818,2024,2,1
20818,2024,3,1
20818,2024,4,4
20818,2025,1,2
20818,2025,2,0
20818,2025,3,0
20818,2025,4,2
20818,2026,1,1
20820,2022,3,0
20820,2022,4,0
20820,2023,1,0
20820,2023,2,0
20820,2023,3,0
20820,2023,4,0
20820,2024,1,0
20820,2024,2,0
20820,2024,3,0
20820,2024,4,0
20820,2025,1,0
20820,2025,2,0
20820,2025,3,0
20820,2025,4,1
20820,2026,1,0
20825,2022,3,0
20825,2022,4,0
20825,2023,1,0
20825,2023,2,0
20825,2023,3,0
20825,2023,4,0
20825,2024,1,0
20825,2024,2,0
20825,2024,3,0
20825,2024,4,0
20825,2025,1,0
20825,2025,2,0
20825,2025,3,0
20825,2025,4,0
20825,2026,1,0
20827,2022,3,0
20827,2022,4,0
20827,2023,1,0
20827,2023,2,0
20827,2023,3,0
20827,2023,4,0
20827,2024,1,0
20827,2024,2,0
20827,2024,3,0
20827,2024,4,0
20827,2025,1,0
20827,2025,2,0
20827,2025,3,0
20827,2025,4,0
20827,2026,1,0
20832,2022,3,23
20832,2022,4,30
20832,2023,1,30
20832,2023,2,32
20832,2023,3,35
20832,2023,4,41
20832,2024,1,32
20832,2024,2,45
20832,2024,3,49
20832,2024,4,44
20832,2025,1,40
20832,2025,2,50
20832,2025,3,37
20832,2025,4,48
20832,2026,1,36
20833,2022,3,14
20833,2022,4,11
20833,2023,1,13
20833,2023,2,6
20833,2023,3,9
20833,2023,4,5
20833,2024,1,16
20833,2024,2,13
20833,2024,3,14
20833,2024,4,11
20833,2025,1,12
20833,2025,2,7
20833,2025,3,11
20833,2025,4,8
20833,2026,1,6
20837,2022,3,6
20837,2022,4,9
20837,2023,1,10
20837,2023,2,15
20837,2023,3,11
20837,2023,4,9
20837,2024,1,5
20837,2024,2,8
20837,2024,3,12
20837,2024,4,15
20837,2025,1,15
20837,2025,2,8
20837,2025,3,13
20837,2025,4,13
20837,2026,1,10
20838,2022,3,0
20838,2022,4,0
20838,2023,1,0
20838,2023,2,0
20838,2023,3,0
20838,2023,4,0
20838,2024,1,0
20838,2024,2,0
20838,2024,3,0
20838,2024,4,0
20838,2025,1,0
20838,2025,2,0
20838,2025,3,0
20838,2025,4,0
20838,2026,1,0
20839,2022,3,1
20839,2022,4,0
20839,2023,1,0
20839,2023,2,0
20839,2023,3,0
20839,2023,4,1
20839,2024,1,1
20839,2024,2,0
20839,2024,3,0
20839,2024,4,0
20839,2025,1,0
20839,2025,2,0
20839,2025,3,0
20839,2025,4,1
20839,2026,1,0
20841,2022,3,5
20841,2022,4,4
20841,2023,1,7
20841,2023,2,8
20841,2023,3,12
20841,2023,4,17
20841,2024,1,17
20841,2024,2,10
20841,2024,3,11
20841,2024,4,12
20841,2025,1,15
20841,2025,2,9
20841,2025,3,19
20841,2025,4,14
20841,2026,1,14
20842,2022,3,2
20842,2022,4,3
20842,2023,1,1
20842,2023,2,3
20842,2023,3,1
20842,2023,4,6
20842,2024,1,5
20842,2024,2,5
20842,2024,3,6
20842,2024,4,4
20842,2025,1,5
20842,2025,2,2
20842,2025,3,3
20842,2025,4,5
20842,2026,1,2
20847,2022,3,0
20847,2022,4,0
20847,2023,1,0
20847,2023,2,0
20847,2023,3,0
20847,2023,4,0
20847,2024,1,0
20847,2024,2,0
20847,2024,3,0
20847,2024,4,0
20847,2025,1,0
20847,2025,2,0
20847,2025,3,0
20847,2025,4,0
20847,2026,1,0
20848,2022,3,0
20848,2022,4,0
20848,2023,1,0
20848,2023,2,0
20848,2023,3,0
20848,2023,4,0
20848,2024,1,0
20848,2024,2,0
20848,2024,3,0
20848,2024,4,0
20848,2025,1,0
20848,2025,2,0
20848,2025,3,0
20848,2025,4,0
20848,2026,1,0
20850,2022,3,22
20850,2022,4,35
20850,2023,1,29
20850,2023,2,25
20850,2023,3,28
20850,2023,4,34
20850,2024,1,36
20850,2024,2,30
20850,2024,3,43
20850,2024,4,40
20850,2025,1,44
20850,2025,2,41
20850,2025,3,34
20850,2025,4,45
20850,2026,1,34
20851,2022,3,20
20851,2022,4,24
20851,2023,1,21
20851,2023,2,21
20851,2023,3,19
20851,2023,4,27
20851,2024,1,30
20851,2024,2,21
20851,2024,3,22
20851,2024,4,27
20851,2025,1,27
20851,2025,2,18
20851,2025,3,27
20851,2025,4,25
20851,2026,1,11
20852,2022,3,29
20852,2022,4,24
20852,2023,1,22
20852,2023,2,19
20852,2023,3,27
20852,2023,4,22
20852,2024,1,31
20852,2024,2,30
20852,2024,3,40
20852,2024,4,46
20852,2025,1,38
20852,2025,2,50
20852,2025,3,36
20852,2025,4,36
20852,2026,1,24
20853,2022,3,39
20853,2022,4,51
20853,2023,1,46
20853,2023,2,36
20853,2023,3,44
20853,2023,4,21
20853,2024,1,30
20853,2024,2,48
20853,2024,3,41
20853,2024,4,44
20853,2025,1,60
20853,2025,2,36
20853,2025,3,48
20853,2025,4,62
20853,2026,1,30
20854,2022,3,27
20854,2022,4,36
20854,2023,1,30
20854,2023,2,42
20854,2023,3,27
20854,2023,4,30
20854,2024,1,41
20854,2024,2,42
20854,2024,3,38
20854,2024,4,51
20854,2025,1,30
20854,2025,2,29
20854,2025,3,40
20854,2025,4,57
20854,2026,1,27
20855,2022,3,18
20855,2022,4,19
20855,2023,1,13
20855,2023,2,21
20855,2023,3,13
20855,2023,4,19
20855,2024,1,17
20855,2024,2,42
20855,2024,3,29
20855,2024,4,19
20855,2025,1,38
20855,2025,2,27
20855,2025,3,30
20855,2025,4,34
20855,2026,1,20
20856,2022,3,0
20856,2022,4,0
20856,2023,1,0
20856,2023,2,0
20856,2023,3,0
20856,2023,4,0
20856,2024,1,0
20856,2024,2,0
20856,2024,3,0
20856,2024,4,0
20856,2025,1,0
20856,2025,2,0
20856,2025,3,0
20856,2025,4,0
20856,2026,1,0
20857,2022,3,0
20857,2022,4,0
20857,2023,1,0
20857,2023,2,0
20857,2023,3,0
20857,2023,4,0
20857,2024,1,0
20857,2024,2,0
20857,2024,3,0
20857,2024,4,0
20857,2025,1,0
20857,2025,2,0
20857,2025,3,0
20857,2025,4,0
20857,2026,1,0
20860,2022,3,0
20860,2022,4,2
20860,2023,1,3
20860,2023,2,3
20860,2023,3,1
20860,2023,4,1
20860,2024,1,6
20860,2024,2,6
20860,2024,3,8
20860,2024,4,11
20860,2025,1,2
20860,2025,2,5
20860,2025,3,2
20860,2025,4,1
20860,2026,1,2
20861,2022,3,4
20861,2022,4,26
20861,2023,1,7
20861,2023,2,2
20861,2023,3,6
20861,2023,4,9
20861,2024,1,12
20861,2024,2,14
20861,2024,3,13
20861,2024,4,9
20861,2025,1,2
20861,2025,2,9
20861,2025,3,6
20861,2025,4,6
20861,2026,1,5
20862,2022,3,0
20862,2022,4,0
20862,2023,1,0
20862,2023,2,1
20862,2023,3,0
20862,2023,4,0
20862,2024,1,1
20862,2024,2,0
20862,2024,3,1
20862,2024,4,0
20862,2025,1,0
20862,2025,2,0
20862,2025,3,0
20862,2025,4,0
20862,2026,1,0
20863,2022,3,0
20863,2022,4,0
20863,2023,1,0
20863,2023,2,0
20863,2023,3,0
20863,2023,4,0
20863,2024,1,0
20863,2024,2,0
20863,2024,3,0
20863,2024,4,0
20863,2025,1,0
20863,2025,2,0
20863,2025,3,0
20863,2025,4,0
20863,2026,1,1
20866,2022,3,31
20866,2022,4,40
20866,2023,1,36
20866,2023,2,43
20866,2023,3,32
20866,2023,4,41
20866,2024,1,51
20866,2024,2,53
20866,2024,3,64
20866,2024,4,58
20866,2025,1,79
20866,2025,2,59
20866,2025,3,59
20866,2025,4,60
20866,2026,1,39
20868,2022,3,2
20868,2022,4,0
20868,2023,1,0
20868,2023,2,1
20868,2023,3,0
20868,2023,4,0
20868,2024,1,0
20868,2024,2,0
20868,2024,3,0
20868,2024,4,0
20868,2025,1,1
20868,2025,2,0
20868,2025,3,0
20868,2025,4,0
20868,2026,1,1
20871,2022,3,43
20871,2022,4,53
20871,2023,1,59
20871,2023,2,47
20871,2023,3,49
20871,2023,4,47
20871,2024,1,60
20871,2024,2,65
20871,2024,3,58
20871,2024,4,71
20871,2025,1,81
20871,2025,2,51
20871,2025,3,47
20871,2025,4,72
20871,2026,1,45
20872,2022,3,18
20872,2022,4,16
20872,2023,1,18
20872,2023,2,12
20872,2023,3,22
20872,2023,4,27
20872,2024,1,37
20872,2024,2,41
20872,2024,3,52
20872,2024,4,41
20872,2025,1,40
20872,2025,2,42
20872,2025,3,46
20872,2025,4,33
20872,2026,1,38
20873,2022,3,0
20873,2022,4,0
20873,2023,1,0
20873,2023,2,0
20873,2023,3,0
20873,2023,4,0
20873,2024,1,0
20873,2024,2,0
20873,2024,3,0
20873,2024,4,0
20873,2025,1,0
20873,2025,2,0
20873,2025,3,1
20873,2025,4,0
20873,2026,1,0
20874,2022,3,113
20874,2022,4,117
20874,2023,1,160
20874,2023,2,110
20874,2023,3,149
20874,2023,4,129
20874,2024,1,144
20874,2024,2,146
20874,2024,3,162
20874,2024,4,163
20874,2025,1,172
20874,2025,2,145
20874,2025,3,177
20874,2025,4,181
20874,2026,1,134
20875,2022,3,0
20875,2022,4,0
20875,2023,1,0
20875,2023,2,0
20875,2023,3,0
20875,2023,4,0
20875,2024,1,0
20875,2024,2,0
20875,2024,3,0
20875,2024,4,0
20875,2025,1,0
20875,2025,2,0
20875,2025,3,0
20875,2025,4,0
20875,2026,1,0
20876,2022,3,36
20876,2022,4,30
20876,2023,1,50
20876,2023,2,47
20876,2023,3,41
20876,2023,4,48
20876,2024,1,57
20876,2024,2,40
20876,2024,3,46
20876,2024,4,54
20876,2025,1,60
20876,2025,2,62
20876,2025,3,57
20876,2025,4,50
20876,2026,1,50
20877,2022,3,45
20877,2022,4,51
20877,2023,1,42
20877,2023,2,36
20877,2023,3,40
20877,2023,4,34
20877,2024,1,73
20877,2024,2,39
20877,2024,3,63
20877,2024,4,68
20877,2025,1,49
20877,2025,2,68
20877,2025,3,49
20877,2025,4,43
20877,2026,1,42
20878,2022,3,50
20878,2022,4,63
20878,2023,1,68
20878,2023,2,66
20878,2023,3,57
20878,2023,4,49
20878,2024,1,70
20878,2024,2,71
20878,2024,3,70
20878,2024,4,69
20878,2025,1,76
20878,2025,2,90
20878,2025,3,91
20878,2025,4,105
20878,2026,1,63
20879,2022,3,72
20879,2022,4,84
20879,2023,1,87
20879,2023,2,87
20879,2023,3,81
20879,2023,4,71
20879,2024,1,115
20879,2024,2,92
20879,2024,3,102
20879,2024,4,94
20879,2025,1,114
20879,2025,2,101
20879,2025,3,111
20879,2025,4,102
20879,2026,1,64
20880,2022,3,0
20880,2022,4,0
20880,2023,1,1
20880,2023,2,0
20880,2023,3,1
20880,2023,4,0
20880,2024,1,0
20880,2024,2,1
20880,2024,3,1
20880,2024,4,1
20880,2025,1,1
20880,2025,2,0
20880,2025,3,0
20880,2025,4,1
20880,2026,1,0
20882,2022,3,19
20882,2022,4,29
20882,2023,1,29
20882,2023,2,31
20882,2023,3,25
20882,2023,4,23
20882,2024,1,28
20882,2024,2,22
20882,2024,3,29
20882,2024,4,33
20882,2025,1,27
20882,2025,2,34
20882,2025,3,25
20882,2025,4,35
20882,2026,1,24
20886,2022,3,40
20886,2022,4,58
20886,2023,1,69
20886,2023,2,61
20886,2023,3,53
20886,2023,4,69
20886,2024,1,69
20886,2024,2,89
20886,2024,3,86
20886,2024,4,75
20886,2025,1,75
20886,2025,2,81
20886,2025,3,82
20886,2025,4,97
20886,2026,1,69
20889,2022,3,0
20889,2022,4,0
20889,2023,1,0
20889,2023,2,0
20889,2023,3,0
20889,2023,4,0
20889,2024,1,0
20889,2024,2,0
20889,2024,3,0
20889,2024,4,0
20889,2025,1,0
20889,2025,2,0
20889,2025,3,0
20889,2025,4,0
20889,2026,1,0
20892,2022,3,0
20892,2022,4,0
20892,2023,1,0
20892,2023,2,0
20892,2023,3,0
20892,2023,4,0
20892,2024,1,0
20892,2024,2,0
20892,2024,3,0
20892,2024,4,0
20892,2025,1,0
20892,2025,2,0
20892,2025,3,0
20892,2025,4,0
20892,2026,1,0
20894,2022,3,0
20894,2022,4,0
20894,2023,1,0
20894,2023,2,0
20894,2023,3,0
20894,2023,4,0
20894,2024,1,0
20894,2024,2,0
20894,2024,3,0
20894,2024,4,0
20894,2025,1,0
20894,2025,2,0
20894,2025,3,0
20894,2025,4,0
20894,2026,1,0
20895,2022,3,14
20895,2022,4,14
20895,2023,1,10
20895,2023,2,9
20895,2023,3,11
20895,2023,4,12
20895,2024,1,11
20895,2024,2,14
20895,2024,3,22
20895,2024,4,20
20895,2025,1,23
20895,2025,2,18
20895,2025,3,29
20895,2025,4,20
20895,2026,1,11
20896,2022,3,0
20896,2022,4,1
20896,2023,1,0
20896,2023,2,1
